מספר חשבונית,קישור לספק,תאריך חשבונית,שם ספק,סכום כולל מע''מ,סכום לפני מע''מ,סכום מע''מ,קטגוריה,פירוט שורות,החזר חלקי,שם השולח,סטטוס טיפול,סוג חשבונית,קישור לחשבונית,קישור לקובץ בדרייב,קישור לתיקית החודש,קישור למייל המקורי,כתובת מייל שולח,תאריך ושעת קבלת המייל,מזהה מייל,כפילות,שגיאה,תאריך העלאה למערכת,איכות פענוח,הועבר לרוח,ai_missing_fields,execution_log_url,ai_confidence,error_reason,html_content,קישור להרצה
0442,סלים כבודי - סחר,2026-05-10,סלים כבודי - סחר,4616.00,0.00,0.0,ספקים ביגוד,אביזרים,,הדסה אבלס,,,,https://drive.google.com/drive/folders/1hKioWbkZqfCXT8sthKhedp5FPIdQVDOr,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e118b1bce4fd8e,h8420785@gmail.com,2026-05-10T10:59:45.000Z,19e118b1bce4fd8e,,,10/05/2026,medium,,,,,,,
267000051CR,בגדי נוחות בע״מ,2026-05-10,בגדי נוחות בע״מ,-339.00,-287.29,-51.7,ספקים ביגוד,שמלת נוחות ניקה פוקסיה XL x1,,בתיה חי,,,,https://drive.google.com/drive/folders/1pp6CP9dneo14IPPoWpYku3IIhkoxZ4N8,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e1181b81029546,batya@ninarocca.co.il,2026-05-10T10:49:31.000Z,19e1181b81029546,,,10/05/2026,high,,,,,,,
38039,אס ג׳י ברטים בע״מ,2026-05-11,אס ג׳י ברטים בע״מ,225.00,190.68,34.3,ספקים כיסויי ראש,רשת בלגי עגול x5,,,,,,https://drive.google.com/drive/folders/1w3j_Wk2n_OgZ-NSyDB7gm3NHn1EXRBoj,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e15d11c47bdebf,sgbaretimeti@bezeqint.net,2026-05-11T06:54:44.000Z,19e15d11c47bdebf,,,11/05/2026,high,,,,,,,
1661,כובעי זיוה,2026-05-11,כובעי זיוה,1563.50,1325.00,238.5,ספקים כיסויי ראש,בנדנה בגד ים x15,,כובעי זיוה,,,,https://drive.google.com/drive/folders/1fjKiFMfhcOzh629EpnzKC8xow5UBL2EY,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e17375ba3bfe5b,noreply@ezcount.co.il,2026-05-11T13:26:03.000Z,19e17375ba3bfe5b,,,11/05/2026,high,,,,,,,
1660,כובעי זיוה,2026-05-11,כובעי זיוה,6200.90,5255.00,945.9,ספקים כיסויי ראש,בנדנה רשת כפול +טול x18,,כובעי זיוה,,,,https://drive.google.com/drive/folders/1wjIpWm-N5XvjMeWENENHi0UWeNqi961R,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e17363a15eef6b,noreply@ezcount.co.il,2026-05-11T13:24:49.000Z,19e17363a15eef6b,,,11/05/2026,high,,,,,,,
20262159293,א.מ סיטי קאר רכב שיתופי בע״מ,2026-05-11,א.מ סיטי קאר רכב שיתופי בע״מ,362.40,307.12,55.3,שונות,ימים: קטגוריה מרווח x1 - 160.00 ₪,החזר חלקי,סיטי קאר,,,,https://drive.google.com/drive/folders/1J1TUbc09p9cSnk4PmvNSXnmB1kOkQYBu,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e1a8e9c7bdeb53,no-reply@citycar.co.il,2026-05-12T05:00:06.000Z,19e1a8e9c7bdeb53,,,12/05/2026,high,,,,,,,
3317,הדס,2026-05-11,הדס,5830.13,4940.79,889.3,ספקים כיסויי ראש,פוליה כסף קבוצה x3,,דרכי נועם,,,,https://drive.google.com/drive/folders/1mEahy66kmZGSY-eY5vy1Whp0kWCpV4ER,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e185b07f2760e2,iwiz@wizcloud.co.il,2026-05-11T18:44:38.000Z,19e185b07f2760e2,,,12/05/2026,high,,,,,,,
70130426,טלזר 019 שרותי תקשורת בינלאומיים בע״מ,2026-05-12,טלזר 019 שרותי תקשורת בינלאומיים בע״מ,64.90,55.00,9.9,הוצאות ניהול,מנוי 0559936829 - 10 גיגה לחודש נטפרי x1,,,,,,https://drive.google.com/drive/folders/1KSOnSr5QMF3xIgmEBgogIefuHmzPmxk8,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e1ae5ebe9cc0c4,no-reply@019mobile.co.il,2026-05-12T06:35:35.000Z,19e1ae5ebe9cc0c4,,,12/05/2026,high,,,,,,,
01/002682,ST FASHION,2026-05-12,ST FASHION,2105.00,1783.90,321.1,ספקים ביגוד,קרדיגן ריב קשירה x9,,,,,,https://drive.google.com/drive/folders/1hLiNQoKUpRWf93FmIVLbqb3ONATqoi8s,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e1bfc0e536037b,0584483765st@gmail.com,2026-05-12T11:39:23.000Z,19e1bfc0e536037b,,,12/05/2026,high,,,,,,,
01/000160,LUMIERE,2026-05-12,LUMIERE,160.00,135.59,24.4,ספקים ביגוד,C37 (20263038) x1,,,,,,https://drive.google.com/drive/folders/1E-Qtor3EACZk5zO3MbmZn13K8N2ISwoU,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e1c093988f3bd4,lumiere8018@gmail.com,2026-05-12T11:53:45.000Z,19e1c093988f3bd4,,,12/05/2026,high,,,,,,,
266000273SI,בגדי נוחות בע״מ,2026-05-13,בגדי נוחות בע״מ,9668.98,8194.05,1474.9,ספקים ביגוד,סרפן אלה שחור לבן S x2,,בן ציון נוישטיין,,,,https://drive.google.com/drive/folders/1GZakH9PKgragR0r2QgK3HtII5T2HbT26,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e2068223f32994,benzion@ninarocca.co.il,2026-05-13T08:15:50.000Z,19e2068223f32994,,,13/05/2026,high,,,,,,,
20262139924,א.מ סיטי קאר רכב שיתופי בע״מ,2026-04-24,א.מ סיטי קאר רכב שיתופי בע״מ,192.80,163.39,29.4,הוצאות ניהול,שעות קטגוריה קטן x4 - 60.80 ₪,החזר חלקי,סיטי קאר,,,,,https://drive.google.com/drive/folders/1TTyV2IWjfSbR6Bkhzpo4kgWDqPm1_T_p,https://mail.google.com/mail/u/0/#inbox/19dbddc174ed7439,no-reply@citycar.co.il,2026-04-24T05:00:06.000Z,19dbddc174ed7439,,,13/05/2026,high,checked,,,,,,
20262139924,א.מ סיטי קאר רכב שיתופי בע״מ,2026-04-24,א.מ סיטי קאר רכב שיתופי בע״מ,192.80,163.39,29.4,שונות,"שעות קטגוריה קטן x4 - 15.20 ₪ ליחידה, סה״כ 60.80 ₪",החזר חלקי,סיטי קאר,,,,https://drive.google.com/file/d/1KRIR6RNYXCa7ZBeoNVc-0gvoQLWkAlEL/view?usp=drivesdk,https://drive.google.com/drive/folders/1TTyV2IWjfSbR6Bkhzpo4kgWDqPm1_T_p,https://mail.google.com/mail/u/0/#inbox/19dbddc174ed7439,no-reply@citycar.co.il,2026-04-24T05:00:06.000Z,19dbddc174ed7439,,,13/05/2026,high,checked,,,,,,
20262139924,א.מ סיטי קאר רכב שיתופי בע״מ,2026-04-24,א.מ סיטי קאר רכב שיתופי בע״מ,192.80,163.39,29.4,שונות,"שעות קטגוריה קטן x4 - 15.20 ₪ ליחידה, סה״כ 60.80 ₪",החזר חלקי,סיטי קאר,,,,https://drive.google.com/file/d/1E2iiOwbgVRACskOjHu3M30JaXvJxd-v9/view?usp=drivesdk,https://drive.google.com/drive/folders/1TTyV2IWjfSbR6Bkhzpo4kgWDqPm1_T_p,https://mail.google.com/mail/u/0/#inbox/19dbddc174ed7439,no-reply@citycar.co.il,2026-04-24T05:00:06.000Z,19dbddc174ed7439,,,13/05/2026,high,checked,,,,,,
82513,סמרה,2026-02-19,סמרה,2682.00,2272.88,409.1,ספקים ביגוד,בגד ים נשים חצאית צנוע x17,,הדסה אבלס,,,,https://drive.google.com/file/d/1eW7DJqYxFRlMkO03cO3jSrX80qgokzMs/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e20a1bb12714b4,h8420785@gmail.com,2026-05-13T09:18:52.000Z,19e20a1bb12714b4,,,13/05/2026,high,,,,,,,
50274,מרציאנו ייבוא ושיווק כיסויי ראש,2026-02-16,מרציאנו ייבוא ושיווק כיסויי ראש,3857.00,3268.66,588.3,ספקים כיסויי ראש,מטפחת ערב x30,,הדסה אבלס,,,,https://drive.google.com/file/d/1jSCp4kzooTLyft3LEraxGRsNBLXZjNMW/view?usp=drivesdk,https://drive.google.com/drive/folders/1VpPg7m3udGCoHoSQR8KfEnap49qJh0d-,https://mail.google.com/mail/u/0/#inbox/19e20827acdc4795,h8420785@gmail.com,2026-05-13T08:44:44.000Z,19e20827acdc4795,,,13/05/2026,high,,,,,,,
40114,כובעי זיוה,2026-02-11,כובעי זיוה,-418.90,-355.00,-63.9,ספקים כיסויי ראש,בנדנה רשת + x5,,הדסה אבלס,,,,https://drive.google.com/file/d/1qq_29ZRabrAXFG4WbjMmaiiRDrd8fMGR/view?usp=drivesdk,https://drive.google.com/drive/folders/1VpPg7m3udGCoHoSQR8KfEnap49qJh0d-,https://mail.google.com/mail/u/0/#inbox/19e20a98939a4bbc,h8420785@gmail.com,2026-05-13T09:27:23.000Z,19e20a98939a4bbc,,,13/05/2026,high,,,,,,,
20262136832,א.מ סיטי קאר רכב שיתופי בע״מ,2026-04-21,א.מ סיטי קאר רכב שיתופי בע״מ,159.80,135.42,24.4,הוצאות ניהול,"שעות קטגוריה קטן x4 - 15.20 ₪ ליחידה, סה״כ 60.80 ₪",החזר חלקי,סיטי קאר,,,,https://drive.google.com/file/d/1kzvw6GoSQRDihLueE_LYWecytiMOsB6-/view?usp=drivesdk,https://drive.google.com/drive/folders/1TTyV2IWjfSbR6Bkhzpo4kgWDqPm1_T_p,https://mail.google.com/mail/u/0/#inbox/19db07d93c346ccc,no-reply@citycar.co.il,2026-04-21T14:41:51.000Z,19db07d93c346ccc,,,13/05/2026,high,checked,,,,,,
1607,כובעי זיוה,2026-02-11,כובעי זיוה,7990.96,6772.00,1219.0,ספקים כיסויי ראש,בנדנה ספוג מלנג קודם x5,,הדסה אבלס,,,,https://drive.google.com/file/d/1sqJMgCKSsGeBQyA78JSvuHzqOzTBJbPF/view?usp=drivesdk,https://drive.google.com/drive/folders/1VpPg7m3udGCoHoSQR8KfEnap49qJh0d-,https://mail.google.com/mail/u/0/#inbox/19e20a944676d19d,h8420785@gmail.com,2026-05-13T09:27:06.000Z,19e20a944676d19d,,,13/05/2026,high,,,,,,,
1586,כובעי זיווה,2026-01-20,כובעי זיווה,4200.80,3560.00,640.8,ספקים כיסויי ראש,קשת מעוטר x11,,הדסה אבלס,,,,https://drive.google.com/file/d/1ivxaFFFBFUvydM85O5Xm89dZGZnyx0kc/view?usp=drivesdk,https://drive.google.com/drive/folders/1VpPg7m3udGCoHoSQR8KfEnap49qJh0d-,https://mail.google.com/mail/u/0/#inbox/19e20a8fcbe99d2d,h8420785@gmail.com,2026-05-13T09:26:47.000Z,19e20a8fcbe99d2d,,,13/05/2026,high,,,,,,,
20262125894,א.מ סיטי קאר רכב שיתופי בע״מ,2026-04-13,א.מ סיטי קאר רכב שיתופי בע״מ,344.00,291.53,52.5,הוצאות ניהול,ימים: קטגוריה קטן E x1 - 110.00 ₪,החזר חלקי,סיטי קאר,,,,https://drive.google.com/file/d/1NcmLWyXkn4ZiopMYRRg0Qc0G8BJg9kyD/view?usp=drivesdk,https://drive.google.com/drive/folders/1TTyV2IWjfSbR6Bkhzpo4kgWDqPm1_T_p,https://mail.google.com/mail/u/0/#inbox/19d86e306654f445,no-reply@citycar.co.il,2026-04-13T12:48:38.000Z,19d86e306654f445,,,13/05/2026,high,checked,,,,,,
01/001506,שייני 26 בע״מ,2026-02-10,שייני 26 בע״מ,1534.00,1300.00,234.0,ספקים שונות,מטפחת כותנה x130,,הדסה אבלס,,,,https://drive.google.com/file/d/1pGnLoxJcmlIm2dcmKdiaznN0U14gVxed/view?usp=drivesdk,https://drive.google.com/drive/folders/1VpPg7m3udGCoHoSQR8KfEnap49qJh0d-,https://mail.google.com/mail/u/0/#inbox/19e20a8b9678ebf2,h8420785@gmail.com,2026-05-13T09:26:29.000Z,19e20a8b9678ebf2,,,13/05/2026,high,,,,,,,
1346,סניורה/ג׳וני עיצובים,2026-02-17,סניורה/ג׳וני עיצובים,1097.00,930.00,167.3,ספקים ביגוד,מרובעות לורקס x20,,הדסה אבלס,,,,https://drive.google.com/file/d/1VYMO6dqR_jKd20cPbVRMOsyJJqMF8Tiu/view?usp=drivesdk,https://drive.google.com/drive/folders/1VpPg7m3udGCoHoSQR8KfEnap49qJh0d-,https://mail.google.com/mail/u/0/#inbox/19e20a85c732946c,h8420785@gmail.com,2026-05-13T09:26:06.000Z,19e20a85c732946c,,,13/05/2026,high,,,,,,,
6501765,בלו סטון אימפורטס בע״מ,2026-05-13,בלו סטון אימפורטס בע״מ,569.00,482.20,86.8,ספקים ביגוד,26SS דו צדדי 26103 פריחה סגור x3,,,,,,https://drive.google.com/file/d/1VQ1Od0khChqgx5VdzqiAhHQn6cznyBiq/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e2146b098e60f9,ofiice@aimporters.com,2026-05-13T12:19:00.000Z,19e2146b098e60f9,,,13/05/2026,high,,,,,,,
1351,סניורה/ג׳וני עיצובים,2026-02-25,סניורה/ג׳וני עיצובים,4508.00,3820.00,687.7,ספקים כיסויי ראש,מרובעות כותנה עבה הזמנה x210,,הדסה אבלס,,,,https://drive.google.com/file/d/1LzlFeHioR7B1aw2n9QYG2nfZ0PXvFn8i/view?usp=drivesdk,https://drive.google.com/drive/folders/1VpPg7m3udGCoHoSQR8KfEnap49qJh0d-,https://mail.google.com/mail/u/0/#inbox/19e20a819178b9e7,h8420785@gmail.com,2026-05-13T09:25:49.000Z,19e20a819178b9e7,,,13/05/2026,high,,,,,,,
6606,פלטינום,2025-07-24,פלטינום,624.00,0.00,0.0,ספקים שונות,ניקוי,,הדסה אבלס,,,,https://drive.google.com/file/d/1pztO0za3HUFdEENDcvHhqS-eZnBqp109/view?usp=drivesdk,https://drive.google.com/drive/folders/1VpPg7m3udGCoHoSQR8KfEnap49qJh0d-,https://mail.google.com/mail/u/0/#inbox/19e2631424b09599,h8420785@gmail.com,2026-05-14T11:13:42.000Z,19e2631424b09599,,,14/05/2026,low,,,,,,,
01/002690,ST FASHION,2026-05-14,ST FASHION,2431.00,2060.17,370.8,ספקים ביגוד,K10 (20260067) x9,,,,,,https://drive.google.com/file/d/1rn-GQt8BAoie-UXc339vJDz3z2H0g8yk/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e26305f4d3b54b,0584483765st@gmail.com,2026-05-14T11:12:43.000Z,19e26305f4d3b54b,,,14/05/2026,high,,,,,,,
01/001620,שייני 26 בע״מ,2026-05-14,שייני 26 בע״מ,1056.00,894.92,161.1,ספקים ביגוד,ריקמה x40,,,,,,https://drive.google.com/file/d/1ad5e5X7JnFdOYQDfc3MXqz1koU8iAJRY/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e265dd305c4cf8,shine6243449@gmail.com,2026-05-14T12:02:20.000Z,19e265dd305c4cf8,,,14/05/2026,high,,,,,,,
03/000206,שייני 26 בע״מ,2026-05-14,שייני 26 בע״מ,-408.00,-345.76,-62.2,ספקים ביגוד,כותנה x15,,,,,,https://drive.google.com/file/d/1O_v668Qki-Qy0AFKb4KPOj5k9jRLMy2X/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e2628181fe545a,shine6243449@gmail.com,2026-05-14T11:03:41.000Z,19e2628181fe545a,,,14/05/2026,high,,,,,,,
76336,א.ק. אריזון בע״מ,2026-05-14,א.ק. אריזון בע״מ,597.00,0.00,0.0,ספקים שונות,100 קלמה בגווני א 1,,הדסה אבלס,,,,https://drive.google.com/file/d/19Nk0NVehhflVfQ5T8MIS-Vi_kmcQDb0u/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e26ab908d9811b,h8420785@gmail.com,2026-05-14T13:27:17.000Z,19e26ab908d9811b,,,14/05/2026,low,,,,,,,
8163896,סגוס,2026-05-14,סגוס,7575.00,6419.49,1155.5,ספקים ביגוד,פריט כללי x1,,הדסה אבלס,,,,https://drive.google.com/file/d/1RnOPd9spHwIVkicbI9GzFHJNYbBm796c/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e26daad53898ae,h8420785@gmail.com,2026-05-14T14:18:45.000Z,19e26daad53898ae,,,14/05/2026,high,,,,,,,
72300,כארד שופ בע״מ,2026-05-14,כארד שופ בע״מ,107.44,91.05,16.4,הוצאות ניהול,עמלת שירותים חודש 04.2026 x1,,כארד שופ בע״מ,,,,https://drive.google.com/file/d/1YTmEbzeMCKD2cuTZYav3qAAyzrd5m8N9/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e26de60c2db168,notify@morning.co,2026-05-14T14:22:48.000Z,19e26de60c2db168,,,14/05/2026,high,,,,,,,
01/001619,שייני 26 בע״מ,2026-05-14,שייני 26 בע״מ,10107.00,8565.25,1541.8,ספקים כיסויי ראש,משי x162,,,,,,https://drive.google.com/file/d/1YD32Z4Ypju3pM1XIBI5f3TNPNv_l5ijM/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e262134b999fbc,shine6243449@gmail.com,2026-05-14T10:56:09.000Z,19e262134b999fbc,,,14/05/2026,high,,,,,,,
3344,מ.ע.ב דרכי נועם בע״מ,2026-05-14,מ.ע.ב דרכי נועם בע״מ,1780.03,1508.50,271.5,ספקים כיסויי ראש,בנדנה שבת עם ביטנה-רגיל x5,,הדסה אבלס,,,,https://drive.google.com/file/d/1_UVHCECe6kYlu95A7Yok9euPVxrACVAY/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e2718e3627cea8,h8420785@gmail.com,2026-05-14T15:26:43.000Z,19e2718e3627cea8,,,14/05/2026,high,,,,,,,
34848,סופר ומונה בע״מ,2026-05-14,סופר ומונה בע״מ,590.00,500.00,90.0,הוצאות ניהול,שכר טרחה לחודש 4 x1,,הדסה אבלס,,,,https://drive.google.com/file/d/1LdFcIQxD4AC8TItzc3YMOSS8IWiTSPZH/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e27168829d9c28,h8420785@gmail.com,2026-05-14T15:24:09.000Z,19e27168829d9c28,,,14/05/2026,high,,,,,,,
1861,א. זאדה,2025-12-25,א. זאדה,390.00,0.00,0.0,ספקים שונות,מכנס - 390,,הדסה אבלס,,,,https://drive.google.com/file/d/170p95Uuccg3Z37uXEeBJ4-pTkK_klrb-/view?usp=drivesdk,https://drive.google.com/drive/folders/1VpPg7m3udGCoHoSQR8KfEnap49qJh0d-,https://mail.google.com/mail/u/0/#inbox/19e275b50db7a3f7,h8420785@gmail.com,2026-05-14T16:39:16.000Z,19e275b50db7a3f7,,,14/05/2026,medium,,,,,,,
8063,מוטי-טקס,2026-05-10,מוטי-טקס,3340.00,0.00,0.0,ספקים ביגוד,ג׳י נס,,הדסה אבלס,,,,https://drive.google.com/file/d/1IrBGk2y3CXchhAdQ3p_nrXSzka7GzjDK/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e275a77a802819,h8420785@gmail.com,2026-05-14T16:38:20.000Z,19e275a77a802819,,,14/05/2026,medium,,,,,,,
29606,כובעי ״פאני״,2026-05-14,כובעי ״פאני״,1665.00,0.00,0.0,ספקים כיסויי ראש ומטפחות,46126 x36 במחיר 15 = 540,,הדסה אבלס,,,,https://drive.google.com/file/d/1-3b1r89B2-0xgIWQe0YUeo3AnGcFDpZO/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e2620c4d51c832,h8420785@gmail.com,2026-05-14T10:55:41.000Z,19e2620c4d51c832,,,14/05/2026,medium,,,,,,,
5856,אופנת הלו בייבי - מרקו ארזי,2024-05-13,אופנת הלו בייבי - מרקו ארזי,3820.00,3329.00,491.0,ספקים ביגוד,"חולצות שרוולות x10 - יח' 110, סה""כ 1100",,הדסה אבלס,,,,https://drive.google.com/file/d/1WxKleZ3haXWjaERJ6hJRoMnUlQ9aRVsi/view?usp=drivesdk,https://drive.google.com/drive/folders/1VpPg7m3udGCoHoSQR8KfEnap49qJh0d-,https://mail.google.com/mail/u/0/#inbox/19e261deddcee5e5,h8420785@gmail.com,2026-05-14T10:52:35.000Z,19e261deddcee5e5,,,14/05/2026,medium,,,,,,,
8111143,לאטי אריזות,2026-05-14,לאטי אריזות,417.00,353.39,63.6,ספקים שונות,פריט כללי x1,,הדסה אבלס,,,,https://drive.google.com/file/d/1Mm_0NDb39jmkZxfH-XFzvEyNUduhU0mo/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e261d5651c392f,h8420785@gmail.com,2026-05-14T10:51:56.000Z,19e261d5651c392f,,,14/05/2026,high,,,,,,,
20262163491,א.מ סיטי קאר רכב שיתופי בע״מ,2026-05-14,א.מ סיטי קאר רכב שיתופי בע״מ,203.00,172.03,31.0,הוצאות ניהול,ימים: קטגוריה קטן E x1 - 110.00 ₪,החזר חלקי,סיטי קאר,,,,https://drive.google.com/file/d/1JlyydcnInbiIJ35Ghge1K9iRPW3A157X/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e2a02d495de1b1,no-reply@citycar.co.il,2026-05-15T05:01:16.000Z,19e2a02d495de1b1,,,15/05/2026,high,,,,,,,
4171,RACHELI'S,2026-05-16,RACHELI'S,6884.59,5834.40,1050.2,ספקים ביגוד,חלוק מנומר כיווץ במותן 1001 x4,,רחלי קנטור ,,,,https://drive.google.com/file/d/1yMO5qaKLrqVepi0E0p2_0T7Ff7-8zzbh/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e319ce43da3a3b,outgoing@icount.co.il,2026-05-16T16:27:05.000Z,19e319ce43da3a3b,,,16/05/2026,high,,,,,,,
01/030015,סיגנון אביזרים מעוצבים בע״מ,2026-05-14,סיגנון אביזרים מעוצבים בע״מ,590.00,500.00,90.0,ספקים שונות,מטפחות x30,,הדסה אבלס,,,,https://drive.google.com/file/d/1CNSrWBSSZyhL4U3l1ya98ZvtKQE4eRMA/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e32a5fd5cf4705,h8420785@gmail.com,2026-05-16T21:15:50.000Z,19e32a5fd5cf4705,,,17/05/2026,high,,,,,,,
102155,אופנת לימור,2026-05-14,אופנת לימור,-1145.00,-970.34,-174.7,ספקים ביגוד,חצאית ניאון פועמון מלא x6,,הדסה אבלס,,,,https://drive.google.com/file/d/1kW4p7xPbtCxqKKpQZKTpaTlGWxL4L3VD/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e32b14d150f310,h8420785@gmail.com,2026-05-16T21:29:00.000Z,19e32b14d150f310,,,17/05/2026,high,,,,,,,
111829,אופנת לימור,2026-05-14,אופנת לימור,1451.00,1229.66,221.3,ספקים ביגוד,חצאית ניאון פעמון x6,,הדסה אבלס,,,,https://drive.google.com/file/d/1gUJTsxbORImP29A8sfsq2doKi8W_uVw8/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e32af35d2a80d2,h8420785@gmail.com,2026-05-16T21:26:43.000Z,19e32af35d2a80d2,,,17/05/2026,high,,,,,,,
IR2275998,ת.סייפטק טכנולוגיות בע״מ,2026-05-17,ת.סייפטק טכנולוגיות בע״מ,35.20,29.83,5.4,הוצאות ניהול,רשיון חודשי סייפטק x1,,סייפטק - סינון תכנים באינטרנט,,,,https://drive.google.com/file/d/1M_1QrF0sTK-eOmm8AY9wD7Tg1Jnuh2_6/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e335bcff61518c,help@safe-tec.co.il,2026-05-17T00:35:12.000Z,19e335bcff61518c,,,17/05/2026,high,,,,,,,
5856,אופנת הלו בייבי,2025-01-15,אופנת הלו בייבי,3820.00,3329.00,491.0,ספקים ביגוד,סמארי שלרוחר x10,,הדסה אבלס,,,,https://drive.google.com/file/d/1WxKleZ3haXWjaERJ6hJRoMnUlQ9aRVsi/view?usp=drivesdk,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e34d16302432ff,h8420785@gmail.com,2026-05-17T07:23:17.000Z,19e34d16302432ff,,,17/05/2026,low,,,,,,,https://n8n.srv1394811.hstgr.cloud/workflow/49zR0Hk51NjHNw5E/executions/2515
